link,response,title
/buyers-guide/headphones/,<200 https://www.engadget.com/buyers-guide/>,"
              ,
              ,
            "
/login/?lang=en-us&intl=us&src=fp-us&next=https://www.engadget.com/gear/,<200 https://www.engadget.com/gear/>,"            ,
            "
/,<200 https://www.engadget.com/gear/>,"
    ,
      "
/gear/,<200 https://www.engadget.com/gear/>,"
    ,
      "
/gaming/,<200 https://www.engadget.com/gear/>,"
    ,
      "
/entertainment/,<200 https://www.engadget.com/gear/>,"
    ,
      "
/tomorrow/,<200 https://www.engadget.com/gear/>,"
    ,
      "
/buyers-guide/,<200 https://www.engadget.com/gear/>,"
    ,
      "
/videos/,<200 https://www.engadget.com/gear/>,"
    ,
      "
/reviews/,<200 https://www.engadget.com/gear/>,"
    ,
      "
https://www.facebook.com/engadget,<200 https://www.engadget.com/gear/>,"
          ,
        "
https://twitter.com/engadget,<200 https://www.engadget.com/gear/>,"
          ,
        "
https://www.youtube.com/engadget,<200 https://www.engadget.com/gear/>,"
          ,
        "
/login/?lang=en-us&intl=us&src=fp-us&next=https://www.engadget.com/gear/,<200 https://www.engadget.com/gear/>,"
    ,
      "
https://login.engadget.com/account/create?specId=usernameReg,<200 https://www.engadget.com/gear/>,"
    ,
      "
/gear/,<200 https://www.engadget.com/gear/>,"
                Gear
              "
/gaming/,<200 https://www.engadget.com/gear/>,"
                Gaming
              "
/entertainment/,<200 https://www.engadget.com/gear/>,"
                Entertainment
              "
/tomorrow/,<200 https://www.engadget.com/gear/>,"
                Tomorrow
              "
/buyers-guide/,<200 https://www.engadget.com/gear/>,"
                The Buyer's Guide
              "
/videos/,<200 https://www.engadget.com/gear/>,"
                Video
              "
/reviews/,<200 https://www.engadget.com/gear/>,"
                Reviews
              "
/login/?lang=en-us&intl=us&src=fp-us&next=https://www.engadget.com/gear/,<200 https://www.engadget.com/gear/>,"
                  ,
                "
https://www.engadget.com/about/,<200 https://www.engadget.com/gear/>,About Engadget
https://www.engadget.com/about-our-advertising/,<200 https://www.engadget.com/gear/>,About Our Ads
https://www.engadget.com/about/advertise/,<200 https://www.engadget.com/gear/>,Advertise
https://www.engadget.com/brand-kit/,<200 https://www.engadget.com/gear/>,Brand Kit
https://www.engadget.com/about/buyers-guide/,<200 https://www.engadget.com/gear/>,Buyers Guide
/buyers-guide/televisions/,<200 https://www.engadget.com/buyers-guide/>,"
              ,
              ,
            "
/buyers-guide/tablets/,<200 https://www.engadget.com/buyers-guide/>,"
              ,
              ,
            "
https://www.engadget.com/about/,<200 https://www.engadget.com/buyers-guide/>,About Engadget
https://www.engadget.com/about-our-advertising/,<200 https://www.engadget.com/buyers-guide/>,About Our Ads
https://www.engadget.com/about/advertise/,<200 https://www.engadget.com/buyers-guide/>,Advertise
https://www.engadget.com/brand-kit/,<200 https://www.engadget.com/buyers-guide/>,Brand Kit
https://www.engadget.com/about/buyers-guide/,<200 https://www.engadget.com/buyers-guide/>,Buyers Guide
https://www.engadget.com/about/contact/,<200 https://www.engadget.com/buyers-guide/>,Contact Us
https://www.engadget.com/rss.xml,<200 https://www.engadget.com/buyers-guide/>,RSS Feed
https://www.engadget.com/reviews/,<200 https://www.engadget.com/buyers-guide/>,Reviews
https://www.engadget.com/gear/,<200 https://www.engadget.com/buyers-guide/>,Gear
https://www.engadget.com/gaming/,<200 https://www.engadget.com/buyers-guide/>,Gaming
https://www.engadget.com/entertainment/,<200 https://www.engadget.com/buyers-guide/>,Entertainment
https://www.engadget.com/tomorrow/,<200 https://www.engadget.com/buyers-guide/>,Tomorrow
https://www.engadget.com/buyers-guide/,<200 https://www.engadget.com/buyers-guide/>,The Buyer's Guide
https://www.engadget.com/videos/,<200 https://www.engadget.com/buyers-guide/>,Video
https://www.engadget.com/podcasts/,<200 https://www.engadget.com/buyers-guide/>,Podcasts
http://deals.gdgt.com/,<200 https://www.engadget.com/buyers-guide/>,Deals
https://www.engadget.com/2017/05/01/engadget-commenting-policy/,<200 https://www.engadget.com/buyers-guide/>,Comment Guidelines
https://www.engadget.com/about/tips/,<200 https://www.engadget.com/buyers-guide/>,Send us a tip!
https://www.engadget.com/about/support/,<200 https://www.engadget.com/buyers-guide/>,Support
http://chinese.engadget.com/,<200 https://www.engadget.com/buyers-guide/>,繁體中文
http://cn.engadget.com/,<200 https://www.engadget.com/buyers-guide/>,简体中文
http://japanese.engadget.com/,<200 https://www.engadget.com/buyers-guide/>,日本版
https://www.engadget.com/uk,<200 https://www.engadget.com/buyers-guide/>,UK
https://play.google.com/store/apps/details?id=com.aol.mobile.engadget&feature=nav_result#?t=W251bGwsMSwyLDNd,<200 https://www.engadget.com/buyers-guide/>,Android
https://itunes.apple.com/us/app/engadget/id347839246?mt=8&ign-mpt=uo%3D4,<200 https://www.engadget.com/buyers-guide/>,iPhone
https://itunes.apple.com/us/app/engadget/id347839246?mt=8&ign-mpt=uo%3D4,<200 https://www.engadget.com/buyers-guide/>,iPad
https://www.facebook.com/Engadget,<200 https://www.engadget.com/buyers-guide/>,"
                  ,
                "
https://twitter.com/engadget,<200 https://www.engadget.com/buyers-guide/>,"
                  ,
                "
https://plus.google.com/+Engadget,<200 https://www.engadget.com/buyers-guide/>,"
                  ,
                "
https://www.youtube.com/engadget,<200 https://www.engadget.com/buyers-guide/>,"
                  ,
                "
https://instagram.com/engadget,<200 https://www.engadget.com/buyers-guide/>,"
                  ,
                "
/login/?lang=en-us&intl=us&src=fp-us&next=https://www.engadget.com/entertainment/,<200 https://www.engadget.com/entertainment/>,"            ,
            "
/,<200 https://www.engadget.com/entertainment/>,"
    ,
      "
/gear/,<200 https://www.engadget.com/entertainment/>,"
    ,
      "
/gaming/,<200 https://www.engadget.com/entertainment/>,"
    ,
      "
/entertainment/,<200 https://www.engadget.com/entertainment/>,"
    ,
      "
/tomorrow/,<200 https://www.engadget.com/entertainment/>,"
    ,
      "
/buyers-guide/,<200 https://www.engadget.com/entertainment/>,"
    ,
      "
/videos/,<200 https://www.engadget.com/entertainment/>,"
    ,
      "
/reviews/,<200 https://www.engadget.com/entertainment/>,"
    ,
      "
https://www.facebook.com/engadget,<200 https://www.engadget.com/entertainment/>,"
          ,
        "
https://twitter.com/engadget,<200 https://www.engadget.com/entertainment/>,"
          ,
        "
https://www.youtube.com/engadget,<200 https://www.engadget.com/entertainment/>,"
          ,
        "
/login/?lang=en-us&intl=us&src=fp-us&next=https://www.engadget.com/entertainment/,<200 https://www.engadget.com/entertainment/>,"
    ,
      "
https://login.engadget.com/account/create?specId=usernameReg,<200 https://www.engadget.com/entertainment/>,"
    ,
      "
/gear/,<200 https://www.engadget.com/entertainment/>,"
                Gear
              "
/gaming/,<200 https://www.engadget.com/entertainment/>,"
                Gaming
              "
/entertainment/,<200 https://www.engadget.com/entertainment/>,"
                Entertainment
              "
/tomorrow/,<200 https://www.engadget.com/entertainment/>,"
                Tomorrow
              "
/buyers-guide/,<200 https://www.engadget.com/entertainment/>,"
                The Buyer's Guide
              "
/videos/,<200 https://www.engadget.com/entertainment/>,"
                Video
              "
/reviews/,<200 https://www.engadget.com/entertainment/>,"
                Reviews
              "
/login/?lang=en-us&intl=us&src=fp-us&next=https://www.engadget.com/entertainment/,<200 https://www.engadget.com/entertainment/>,"
                  ,
                "
https://www.engadget.com/about/,<200 https://www.engadget.com/entertainment/>,About Engadget
https://www.engadget.com/about-our-advertising/,<200 https://www.engadget.com/entertainment/>,About Our Ads
https://www.engadget.com/about/advertise/,<200 https://www.engadget.com/entertainment/>,Advertise
https://www.engadget.com/brand-kit/,<200 https://www.engadget.com/entertainment/>,Brand Kit
https://www.engadget.com/about/buyers-guide/,<200 https://www.engadget.com/entertainment/>,Buyers Guide
https://www.engadget.com/about/contact/,<200 https://www.engadget.com/entertainment/>,Contact Us
https://www.engadget.com/rss.xml,<200 https://www.engadget.com/entertainment/>,RSS Feed
https://www.engadget.com/reviews/,<200 https://www.engadget.com/entertainment/>,Reviews
https://www.engadget.com/gear/,<200 https://www.engadget.com/entertainment/>,Gear
https://www.engadget.com/gaming/,<200 https://www.engadget.com/entertainment/>,Gaming
https://www.engadget.com/about/contact/,<200 https://www.engadget.com/gear/>,Contact Us
https://www.engadget.com/rss.xml,<200 https://www.engadget.com/gear/>,RSS Feed
https://www.engadget.com/reviews/,<200 https://www.engadget.com/gear/>,Reviews
https://www.engadget.com/gear/,<200 https://www.engadget.com/gear/>,Gear
https://www.engadget.com/gaming/,<200 https://www.engadget.com/gear/>,Gaming
https://www.engadget.com/entertainment/,<200 https://www.engadget.com/gear/>,Entertainment
https://www.engadget.com/tomorrow/,<200 https://www.engadget.com/gear/>,Tomorrow
https://www.engadget.com/buyers-guide/,<200 https://www.engadget.com/gear/>,The Buyer's Guide
https://www.engadget.com/videos/,<200 https://www.engadget.com/gear/>,Video
https://www.engadget.com/podcasts/,<200 https://www.engadget.com/gear/>,Podcasts
http://deals.gdgt.com/,<200 https://www.engadget.com/gear/>,Deals
https://www.engadget.com/2017/05/01/engadget-commenting-policy/,<200 https://www.engadget.com/gear/>,Comment Guidelines
https://www.engadget.com/about/tips/,<200 https://www.engadget.com/gear/>,Send us a tip!
https://www.engadget.com/about/support/,<200 https://www.engadget.com/gear/>,Support
http://chinese.engadget.com/,<200 https://www.engadget.com/gear/>,繁體中文
http://cn.engadget.com/,<200 https://www.engadget.com/gear/>,简体中文
http://japanese.engadget.com/,<200 https://www.engadget.com/gear/>,日本版
https://www.engadget.com/uk,<200 https://www.engadget.com/gear/>,UK
https://play.google.com/store/apps/details?id=com.aol.mobile.engadget&feature=nav_result#?t=W251bGwsMSwyLDNd,<200 https://www.engadget.com/gear/>,Android
https://itunes.apple.com/us/app/engadget/id347839246?mt=8&ign-mpt=uo%3D4,<200 https://www.engadget.com/gear/>,iPhone
https://itunes.apple.com/us/app/engadget/id347839246?mt=8&ign-mpt=uo%3D4,<200 https://www.engadget.com/gear/>,iPad
https://www.facebook.com/Engadget,<200 https://www.engadget.com/gear/>,"
                  ,
                "
https://twitter.com/engadget,<200 https://www.engadget.com/gear/>,"
                  ,
                "
https://plus.google.com/+Engadget,<200 https://www.engadget.com/gear/>,"
                  ,
                "
https://www.youtube.com/engadget,<200 https://www.engadget.com/gear/>,"
                  ,
                "
https://instagram.com/engadget,<200 https://www.engadget.com/gear/>,"
                  ,
                "
http://engadget.tumblr.com/,<200 https://www.engadget.com/gear/>,"
                  ,
                "
https://www.linkedin.com/company/101421,<200 https://www.engadget.com/gear/>,"
                  ,
                "
https://policies.oath.com/us/en/oath/privacy/guce/faq/index.html,<200 https://www.engadget.com/gear/>,Learn More
http://www.engadgetreprints.com/,<200 https://www.engadget.com/gear/>,Reprints and Permissions
https://policies.oath.com/xw/en/oath/privacy/intl/index.html,<200 https://www.engadget.com/gear/>,"Privacy
                  Policy (Updated)"
http://engadget.tumblr.com/,<200 https://www.engadget.com/buyers-guide/>,"
                  ,
                "
https://www.linkedin.com/company/101421,<200 https://www.engadget.com/buyers-guide/>,"
                  ,
                "
https://policies.oath.com/us/en/oath/privacy/guce/faq/index.html,<200 https://www.engadget.com/buyers-guide/>,Learn More
http://www.engadgetreprints.com/,<200 https://www.engadget.com/buyers-guide/>,Reprints and Permissions
https://policies.oath.com/xw/en/oath/privacy/intl/index.html,<200 https://www.engadget.com/buyers-guide/>,"Privacy
                  Policy (Updated)"
https://policies.oath.com/xw/en/oath/terms/otos/index.html,<200 https://www.engadget.com/buyers-guide/>,"Terms
                  of Service (Updated)"
http://legal.aol.com/trademarks/,<200 https://www.engadget.com/buyers-guide/>,Trademarks
https://www.engadget.com/about/advertise,<200 https://www.engadget.com/buyers-guide/>,Advertise
https://www.engadget.com/entertainment/,<200 https://www.engadget.com/entertainment/>,Entertainment
https://www.engadget.com/tomorrow/,<200 https://www.engadget.com/entertainment/>,Tomorrow
https://www.engadget.com/buyers-guide/,<200 https://www.engadget.com/entertainment/>,The Buyer's Guide
https://www.engadget.com/videos/,<200 https://www.engadget.com/entertainment/>,Video
https://www.engadget.com/podcasts/,<200 https://www.engadget.com/entertainment/>,Podcasts
http://deals.gdgt.com/,<200 https://www.engadget.com/entertainment/>,Deals
https://www.engadget.com/2017/05/01/engadget-commenting-policy/,<200 https://www.engadget.com/entertainment/>,Comment Guidelines
https://www.engadget.com/about/tips/,<200 https://www.engadget.com/entertainment/>,Send us a tip!
https://www.engadget.com/about/support/,<200 https://www.engadget.com/entertainment/>,Support
http://chinese.engadget.com/,<200 https://www.engadget.com/entertainment/>,繁體中文
http://cn.engadget.com/,<200 https://www.engadget.com/entertainment/>,简体中文
http://japanese.engadget.com/,<200 https://www.engadget.com/entertainment/>,日本版
https://www.engadget.com/uk,<200 https://www.engadget.com/entertainment/>,UK
https://play.google.com/store/apps/details?id=com.aol.mobile.engadget&feature=nav_result#?t=W251bGwsMSwyLDNd,<200 https://www.engadget.com/entertainment/>,Android
https://itunes.apple.com/us/app/engadget/id347839246?mt=8&ign-mpt=uo%3D4,<200 https://www.engadget.com/entertainment/>,iPhone
https://itunes.apple.com/us/app/engadget/id347839246?mt=8&ign-mpt=uo%3D4,<200 https://www.engadget.com/entertainment/>,iPad
https://www.facebook.com/Engadget,<200 https://www.engadget.com/entertainment/>,"
                  ,
                "
https://twitter.com/engadget,<200 https://www.engadget.com/entertainment/>,"
                  ,
                "
https://plus.google.com/+Engadget,<200 https://www.engadget.com/entertainment/>,"
                  ,
                "
https://www.youtube.com/engadget,<200 https://www.engadget.com/entertainment/>,"
                  ,
                "
https://instagram.com/engadget,<200 https://www.engadget.com/entertainment/>,"
                  ,
                "
http://engadget.tumblr.com/,<200 https://www.engadget.com/entertainment/>,"
                  ,
                "
https://www.linkedin.com/company/101421,<200 https://www.engadget.com/entertainment/>,"
                  ,
                "
https://policies.oath.com/us/en/oath/privacy/guce/faq/index.html,<200 https://www.engadget.com/entertainment/>,Learn More
http://www.engadgetreprints.com/,<200 https://www.engadget.com/entertainment/>,Reprints and Permissions
https://policies.oath.com/xw/en/oath/privacy/intl/index.html,<200 https://www.engadget.com/entertainment/>,"Privacy
                  Policy (Updated)"
https://policies.oath.com/xw/en/oath/terms/otos/index.html,<200 https://www.engadget.com/gear/>,"Terms
                  of Service (Updated)"
http://legal.aol.com/trademarks/,<200 https://www.engadget.com/gear/>,Trademarks
https://www.engadget.com/about/advertise,<200 https://www.engadget.com/gear/>,Advertise
https://policies.oath.com/xw/en/oath/terms/otos/index.html,<200 https://www.engadget.com/entertainment/>,"Terms
                  of Service (Updated)"
http://legal.aol.com/trademarks/,<200 https://www.engadget.com/entertainment/>,Trademarks
https://www.engadget.com/about/advertise,<200 https://www.engadget.com/entertainment/>,Advertise
